,Winner,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age
677,Blue,0,3,0,6.87,0.57,1.2,1.24,0.5,3,0,7,0,0,0,2,1,0,0,3,Switch,180.34,182.88,0,1,0,3.41,0.29,0.1,0.28,0.28,4,9,47,3,0,1,2,8,0,0,11,Orthodox,170.18,175.26,35,25
678,Red,0,1,0,5.16,0.63,3.8,0.77,0.16,1,0,1,0,0,0,0,1,0,0,1,Southpaw,185.42,187.96,0,1,0,3.98,0.48,0.8,0.53,0.75,4,10,55,0,0,3,4,1,2,0,10,Southpaw,177.8,185.42,31,20
679,Red,0,1,0,3.32,0.43,1.7,2.37,0.43,2,4,21,0,0,0,0,1,5,0,6,Southpaw,185.42,195.58,2,0,0,3.38,0.5,0.5,1.18,0.19,2,2,12,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,31,32
680,Red,0,2,0,4.65,0.43,0.8,1.26,0.23,2,3,15,0,0,0,1,2,2,0,5,Switch,167.64,167.64,0,1,1,4.25,0.49,0.0,3.58,0.48,3,1,17,0,0,2,2,0,0,0,4,Orthodox,167.64,162.56,30,33
681,Blue,1,0,0,5.42,0.45,0.9,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,2,0,0,3.86,0.57,1.9,2.52,0.5,1,2,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,36,29
682,Blue,0,2,0,4.48,0.47,1.5,3.27,0.5,3,1,11,0,0,0,2,1,2,0,5,Orthodox,167.64,165.1,2,0,0,1.35,0.39,0.6,1.87,0.35,4,6,37,0,0,0,6,0,3,0,9,Orthodox,165.1,170.18,35,28
683,Blue,0,1,0,3.12,0.55,0.1,3.03,0.42,2,4,21,0,0,0,5,0,0,0,5,Orthodox,182.88,190.5,0,2,0,5.07,0.48,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,182.88,193.04,32,30
684,Blue,0,1,0,2.31,0.42,5.8,2.88,1.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,185.42,2,0,1,5.35,0.39,1.0,1.83,0.33,4,8,49,0,0,3,5,2,1,0,11,Southpaw,177.8,177.8,38,32
685,Blue,0,5,0,3.13,0.44,0.7,2.39,0.38,5,3,31,0,0,0,4,3,4,0,11,Orthodox,177.8,180.34,1,0,1,2.5,0.49,0.5,1.21,0.41,8,4,58,7,1,3,3,6,4,0,17,Orthodox,175.26,187.96,38,33
686,Blue,0,3,0,5.51,0.46,0.0,0.24,0.5,3,0,7,0,0,1,0,2,0,0,3,Orthodox,190.5,195.58,1,0,0,3.09,0.38,0.2,1.07,0.62,2,2,14,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,33,29
687,Red,0,1,0,14.12,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Switch,172.72,180.34,0,1,0,10.77,0.81,4.0,0.8,0.25,1,0,2,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,31,27
688,Red,0,1,0,5.57,0.73,0.8,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,Southpaw,182.88,185.42,0,1,0,2.87,0.46,0.5,1.84,0.63,2,1,10,0,0,0,2,0,1,0,3,Orthodox,187.96,185.42,26,28
689,Red,1,0,0,4.82,0.45,0.3,0.32,1.0,2,2,10,0,0,1,1,0,0,0,2,Orthodox,154.94,157.48,1,0,0,3.24,0.32,0.9,0.46,0.08,2,1,7,0,0,1,0,0,1,0,2,Orthodox,162.56,160.02,27,27
690,Red,0,1,0,4.9,0.57,1.0,0.67,1.0,1,1,8,0,0,0,1,0,1,0,2,Southpaw,172.72,170.18,1,0,0,4.11,0.32,0.1,0.0,0.0,3,3,27,1,0,1,5,0,0,0,6,Orthodox,175.26,172.72,31,35
691,Red,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,185.42,0,1,0,6.65,0.45,0.6,2.54,0.8,1,0,2,0,0,0,0,0,1,0,1,Southpaw,185.42,187.96,33,27
692,Red,1,0,0,2.02,0.39,0.0,0.67,0.2,1,2,9,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,0,1,0,7.92,0.52,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,193.04,200.66,29,27
693,Blue,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,172.72,2,0,0,3.49,0.46,1.2,4.14,0.57,2,8,31,1,0,0,3,0,1,0,4,Southpaw,170.18,167.64,33,27
694,Blue,1,0,0,3.39,0.4,0.6,1.4,0.5,2,1,9,0,0,0,2,0,0,0,2,Southpaw,170.18,172.72,0,1,0,4.22,0.46,2.1,1.65,0.34,4,6,30,0,0,0,2,3,2,0,7,Orthodox,177.8,185.42,28,29
695,Red,1,0,0,4.84,0.39,0.0,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,170.18,177.8,0,2,0,3.65,0.55,0.0,0.38,0.33,2,1,8,0,0,1,1,0,0,0,2,Orthodox,175.26,170.18,29,29
696,Red,1,0,0,2.97,0.39,0.2,0.32,0.33,3,7,22,0,0,0,0,0,0,0,6,Southpaw,195.58,195.58,0,1,0,3.66,0.63,0.9,1.4,0.54,11,15,76,3,0,0,0,0,0,0,32,Orthodox,193.04,203.2,39,36
697,Red,1,0,0,5.76,0.49,0.2,0.47,0.37,3,8,37,0,0,0,0,0,0,0,7,Orthodox,160.02,162.56,0,2,0,3.4,0.41,0.7,3.13,0.45,2,4,30,1,0,0,0,0,0,0,7,Orthodox,162.56,160.02,31,35
698,Red,3,0,0,4.08,0.43,0.1,0.46,0.44,4,9,55,0,0,0,0,0,0,0,14,Orthodox,180.34,190.5,0,6,0,4.12,0.48,0.7,2.15,0.34,6,1,14,0,0,0,0,0,0,0,6,Orthodox,170.18,180.34,28,34
699,Red,1,0,0,3.02,0.45,0.1,1.34,0.34,2,5,25,0,0,0,0,0,0,0,5,Southpaw,185.42,190.5,0,3,0,2.98,0.45,0.1,1.27,0.35,5,4,32,0,0,0,0,0,0,0,9,Southpaw,185.42,195.58,30,33
700,Red,1,0,0,3.7,0.48,1.3,0.88,0.42,5,5,31,0,0,0,0,0,0,0,9,Switch,172.72,177.8,0,5,1,4.32,0.42,0.5,0.73,0.75,4,0,10,0,0,0,0,0,0,0,5,Orthodox,172.72,170.18,22,27
701,Red,1,0,0,3.81,0.54,1.5,1.6,0.47,7,11,56,0,0,0,0,0,0,0,15,Orthodox,182.88,190.5,0,2,0,4.78,0.56,1.1,0.54,0.33,2,0,2,0,0,0,0,0,0,0,2,Orthodox,187.96,187.96,27,39
702,Red,1,0,0,5.03,0.53,0.9,5.27,0.66,1,2,4,0,0,0,0,0,0,0,1,Orthodox,182.88,190.5,0,1,0,4.29,0.55,1.1,1.26,0.43,3,2,14,0,0,0,0,0,0,0,4,Orthodox,190.5,205.74,27,26
703,Red,1,0,0,2.27,0.36,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Southpaw,167.64,0.0,0,3,0,3.31,0.44,0.0,0.51,0.5,3,0,6,0,0,0,0,0,0,0,3,Orthodox,182.88,187.96,31,31
704,Red,4,0,0,3.54,0.37,1.2,2.43,0.33,6,8,54,0,0,0,0,0,0,0,14,Orthodox,177.8,180.34,0,1,0,6.89,0.5,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,Orthodox,175.26,182.88,31,36
705,Red,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,13,0,0,0,0,0,0,0,2,Orthodox,167.64,175.26,0,1,0,4.72,0.38,0.7,0.34,0.3,2,6,26,0,0,0,0,0,0,0,5,Orthodox,170.18,170.18,33,33
706,Red,2,0,0,4.19,0.45,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Orthodox,198.12,205.74,0,1,0,4.44,0.56,2.9,2.9,1.0,1,0,0,0,0,0,0,0,0,0,1,Orthodox,187.96,203.2,27,28
707,Blue,0,3,0,3.41,0.44,1.0,2.0,0.38,8,6,46,1,0,1,2,7,6,0,16,Orthodox,187.96,193.04,0,1,0,3.06,0.47,0.8,0.41,0.26,3,6,37,1,0,0,1,6,3,0,10,Orthodox,193.04,193.04,31,40
708,Red,0,1,0,2.59,0.46,0.6,1.34,0.4,5,9,62,1,1,0,4,8,5,0,18,Southpaw,190.5,203.2,0,1,0,3.34,0.42,0.3,0.66,0.33,6,7,45,0,0,1,2,9,2,0,14,Orthodox,193.04,198.12,38,37
709,Blue,0,2,0,4.51,0.4,0.1,0.95,0.17,3,5,28,0,0,0,3,5,1,0,9,Southpaw,172.72,177.8,0,1,0,3.07,0.41,0.0,1.52,0.3,2,1,9,0,0,0,2,1,0,0,3,Orthodox,175.26,182.88,27,31
710,Red,0,2,0,1.36,0.52,1.1,4.26,0.51,3,4,33,1,0,0,5,0,2,0,7,Orthodox,162.56,160.02,2,0,0,2.96,0.4,0.2,6.53,0.49,3,2,13,0,0,0,2,1,0,0,3,Orthodox,167.64,175.26,27,26
711,Red,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,1,0,0,3.55,0.44,0.3,0.52,0.36,6,17,77,5,0,1,5,11,2,0,19,Orthodox,190.5,195.58,41,34
712,Blue,1,0,0,2.96,0.45,1.5,1.22,0.36,1,2,9,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,2,0,0,4.22,0.37,0.1,0.52,0.45,4,11,56,1,0,1,6,4,0,0,11,Southpaw,177.8,185.42,33,25
713,Red,0,1,0,2.04,0.41,1.1,0.91,0.23,1,4,18,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,2,0,0,4.77,0.39,0.0,2.0,0.44,2,2,12,0,0,0,2,0,0,0,2,Orthodox,162.56,170.18,35,32
714,Blue,0,1,0,3.6,0.49,0.0,0.71,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,1,0,0,4.32,0.41,1.5,0.21,1.0,2,3,17,0,0,0,2,1,2,0,5,Southpaw,172.72,180.34,31,34
715,Blue,0,1,0,4.87,0.45,0.9,1.47,0.29,2,3,13,0,0,0,1,1,2,0,4,Switch,167.64,167.64,0,1,0,4.0,0.5,2.5,2.0,0.33,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,28,33
716,Red,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,3,0,0,5.81,0.43,0.0,0.0,0.0,2,5,17,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,30,36
717,Red,0,1,0,3.06,0.34,1.3,1.08,0.23,2,3,15,0,0,0,0,4,2,0,6,Orthodox,182.88,193.04,1,0,0,5.18,0.53,1.0,0.82,0.5,6,3,25,0,0,1,0,6,3,0,10,Orthodox,180.34,190.5,30,28
718,Red,0,1,0,3.79,0.36,1.2,2.82,0.34,1,3,16,0,0,0,1,0,2,0,3,Switch,175.26,175.26,0,3,0,1.78,0.5,1.8,1.75,0.28,3,0,7,0,1,0,1,0,1,0,3,Southpaw,177.8,177.8,25,33
719,Red,3,0,0,3.05,0.44,0.1,0.09,0.16,4,8,38,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,0,3,0,3.26,0.43,2.4,0.6,0.33,3,0,6,0,0,0,1,1,1,0,3,Orthodox,195.58,200.66,28,34
720,Red,3,0,0,4.33,0.46,1.3,1.21,0.36,8,14,97,0,0,0,9,10,10,0,29,Orthodox,185.42,185.42,2,0,0,2.97,0.46,1.2,0.67,0.54,5,10,60,4,0,1,2,4,7,0,14,Orthodox,177.8,182.88,33,37
721,Red,1,0,0,3.61,0.51,1.1,1.65,0.3,6,8,68,3,0,0,6,6,10,0,22,Orthodox,193.04,195.58,0,1,0,3.08,0.5,2.8,3.01,0.46,2,4,16,0,0,0,0,1,6,0,7,Orthodox,187.96,203.2,42,41
722,Red,1,0,0,3.35,0.53,1.2,1.88,0.5,4,3,28,0,0,1,2,0,4,0,7,Orthodox,160.02,157.48,0,2,0,2.22,0.4,0.3,3.53,0.36,2,4,29,2,1,0,4,0,1,0,6,Orthodox,154.94,160.02,32,34
723,Red,2,0,0,2.54,0.46,1.4,2.46,0.38,8,7,61,0,0,0,4,5,10,0,19,Orthodox,185.42,182.88,0,2,0,3.31,0.5,0.2,0.75,0.38,3,7,32,0,0,1,1,6,0,0,8,Orthodox,182.88,200.66,35,40
724,Blue,0,3,0,8.57,0.55,0.0,0.0,0.0,3,2,12,0,0,0,0,4,0,0,4,Orthodox,180.34,177.8,0,12,0,5.81,0.45,1.4,0.56,0.42,12,1,35,1,0,1,3,5,6,0,15,Orthodox,180.34,193.04,36,31
725,Red,1,0,0,3.53,0.31,0.1,3.17,0.5,12,2,51,5,0,2,8,2,0,0,12,Orthodox,172.72,172.72,0,5,0,3.82,0.44,0.2,2.16,0.35,5,2,30,4,0,2,4,3,0,0,9,Orthodox,162.56,162.56,33,35
726,Red,0,4,0,3.72,0.46,0.0,0.0,0.0,4,0,9,0,0,0,0,4,0,0,4,Orthodox,193.04,198.12,0,3,0,2.15,0.37,0.5,0.0,0.0,6,2,18,1,0,0,0,8,1,0,9,Orthodox,193.04,210.82,33,32
727,Blue,1,0,0,5.12,0.41,0.0,0.47,0.33,2,2,14,0,0,0,1,3,0,0,4,Orthodox,180.34,182.88,3,0,0,3.09,0.4,0.4,1.18,0.38,3,16,82,0,0,1,6,8,0,0,15,Orthodox,175.26,180.34,33,32
728,Red,0,1,0,3.58,0.53,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,1,0,0,4.77,0.49,0.0,0.0,0.0,2,2,10,0,0,0,0,2,0,0,2,Orthodox,195.58,203.2,31,33
729,Blue,0,6,0,3.21,0.5,2.8,2.77,0.42,6,8,45,0,0,0,1,2,13,0,16,Orthodox,177.8,187.96,0,1,0,3.9,0.42,0.9,3.23,0.42,5,5,41,1,0,1,3,3,4,0,11,Orthodox,175.26,195.58,27,30
730,Blue,0,4,0,3.09,0.43,0.7,2.43,0.38,4,3,30,0,0,0,4,2,4,0,10,Orthodox,177.8,180.34,0,3,0,1.82,0.43,1.0,2.49,0.25,7,9,85,2,1,1,8,1,11,0,22,Southpaw,185.42,182.88,42,33
731,Red,1,0,0,3.0,0.46,0.2,0.68,0.6,2,3,15,0,0,1,0,2,0,0,3,Orthodox,175.26,177.8,2,0,0,5.53,0.46,0.4,1.16,0.54,3,3,18,0,0,2,1,0,2,0,5,Orthodox,180.34,182.88,30,33
732,Blue,1,0,0,4.86,0.57,1.9,1.06,0.38,5,5,20,0,0,0,0,3,4,0,7,Orthodox,190.5,195.58,1,0,0,5.17,0.69,2.3,0.75,1.0,3,1,4,0,0,0,0,3,0,0,3,Orthodox,198.12,208.28,27,28
733,Red,0,3,0,5.43,0.5,0.0,0.0,0.0,3,6,39,0,0,1,5,3,0,0,10,Orthodox,172.72,172.72,0,1,0,3.09,0.44,0.5,1.08,0.45,7,6,50,0,0,1,7,4,2,0,14,Southpaw,175.26,177.8,41,34
734,Blue,0,1,1,3.12,0.34,0.6,2.02,0.43,3,2,20,0,0,1,1,0,2,0,4,Orthodox,170.18,177.8,1,0,0,1.38,0.38,0.6,1.95,0.39,4,5,34,0,0,0,6,0,3,0,9,Orthodox,165.1,170.18,34,26
735,Red,0,1,1,3.01,0.41,0.3,1.38,0.27,1,6,35,0,0,2,3,0,1,0,6,Orthodox,162.56,160.02,0,2,0,4.29,0.38,1.4,2.71,0.57,2,0,5,0,0,0,1,0,1,0,2,Orthodox,160.02,167.64,26,34
736,Red,1,0,0,3.62,0.42,0.0,0.33,0.33,2,1,9,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,1,0,0,4.18,0.39,0.6,0.45,0.14,7,2,22,0,0,1,2,3,1,0,7,Orthodox,180.34,185.42,33,35
737,Blue,0,1,0,3.25,0.25,0.5,0.33,0.14,2,3,19,0,0,1,2,0,1,0,4,Orthodox,170.18,170.18,0,1,0,2.24,0.34,3.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,167.64,167.64,28,28
738,Blue,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,1,0,0,1.54,0.4,0.0,2.31,0.18,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,29,27
739,Blue,0,1,0,2.72,0.26,4.3,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,0,1,0,1.9,0.45,0.8,0.8,1.0,1,3,9,0,0,0,0,0,1,0,1,Southpaw,162.56,162.56,24,28
740,Red,2,0,0,3.71,0.49,0.0,1.79,0.31,8,4,40,2,0,1,1,7,0,0,9,Southpaw,182.88,185.42,0,7,0,4.46,0.5,0.4,0.0,0.0,7,0,21,2,0,1,3,3,0,0,7,Switch,193.04,203.2,30,42
741,Red,0,1,0,6.18,0.47,0.1,0.3,0.62,8,3,50,9,0,1,7,2,0,0,10,Orthodox,167.64,165.1,0,4,0,6.22,0.49,0.9,1.75,0.3,4,0,8,1,0,0,2,1,1,0,4,Switch,162.56,160.02,30,32
742,Red,0,3,0,3.98,0.52,0.0,1.67,0.3,3,1,18,0,0,1,4,0,0,0,5,Orthodox,175.26,177.8,0,3,1,3.95,0.49,0.9,1.77,0.34,5,4,33,0,0,1,4,1,5,0,11,Southpaw,177.8,182.88,30,31
743,Red,0,3,0,4.9,0.43,0.0,1.24,0.36,4,3,29,0,0,1,2,6,0,0,9,Orthodox,182.88,180.34,1,0,0,3.86,0.46,0.3,2.62,0.46,7,6,52,0,0,1,7,5,1,0,14,Orthodox,190.5,203.2,32,31
744,Red,1,0,0,4.22,0.49,0.6,1.89,0.54,1,5,22,0,1,0,1,1,0,0,3,Orthodox,180.34,193.04,3,0,0,2.9,0.5,0.7,2.86,0.39,3,6,36,0,0,0,2,4,3,0,9,Orthodox,180.34,193.04,32,34
745,Red,0,1,0,3.49,0.47,0.7,2.64,0.45,4,2,18,0,0,0,4,0,1,0,5,Orthodox,172.72,175.26,0,2,0,6.75,0.56,1.3,1.31,0.5,2,0,6,0,0,0,2,0,0,0,2,Switch,180.34,182.88,25,29
746,Red,0,1,0,3.17,0.41,0.0,1.5,0.6,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,180.34,0,1,0,18.33,0.75,0.0,12.5,0.5,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,182.88,35,28
747,Red,0,1,0,4.29,0.48,0.0,2.8,0.41,1,2,6,0,0,0,1,0,0,0,1,Orthodox,185.42,198.12,0,1,0,1.91,0.46,1.6,4.77,0.42,1,0,2,0,0,0,0,0,1,0,1,Orthodox,182.88,185.42,30,33
748,Red,1,0,0,6.6,0.47,0.0,3.0,0.33,1,1,6,0,0,0,1,0,0,0,1,Orthodox,167.64,177.8,1,0,0,2.73,0.42,1.8,2.56,0.41,2,4,18,0,0,0,0,1,4,0,5,Southpaw,185.42,195.58,32,30
749,Blue,0,1,0,3.33,0.52,0.0,0.51,0.33,1,0,3,0,0,1,0,0,0,0,1,Orthodox,182.88,187.96,0,0,0,8.27,0.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,30,31
750,Red,1,0,0,2.8,0.52,0.3,2.8,0.5,1,3,11,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,1,0,0,5.67,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,30,40
751,Blue,0,2,0,2.44,0.52,2.4,1.78,0.47,4,1,16,0,0,1,1,3,1,0,6,Orthodox,165.1,172.72,0,3,0,3.46,0.33,0.6,1.53,0.31,6,5,65,2,0,1,10,6,3,0,21,Southpaw,162.56,165.1,35,32
752,Red,1,0,0,0.51,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,1,0,0,3.26,0.51,0.8,0.82,0.1,1,1,4,0,0,0,0,0,1,0,1,Orthodox,167.64,172.72,29,33
753,Blue,0,3,0,3.32,0.56,0.0,0.69,0.33,3,1,10,0,0,0,1,2,0,0,3,Orthodox,190.5,190.5,0,1,0,5.27,0.39,0.0,2.62,0.71,2,3,14,0,0,0,1,3,0,0,4,Southpaw,185.42,190.5,26,27
754,Red,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,0,1,0,1.8,0.46,0.6,0.64,0.5,1,2,6,0,0,0,0,1,1,0,2,Orthodox,182.88,182.88,30,29
755,Red,0,0,0,6.85,0.54,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,0,2,0,3.76,0.46,2.1,5.23,0.45,2,0,5,0,0,0,1,0,1,0,2,Switch,177.8,182.88,26,29
756,Blue,0,0,0,18.26,0.56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,179.0,1,0,0,0.53,0.5,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,180.34,25,24
757,Red,0,1,0,3.85,0.49,0.3,0.0,0.0,3,1,9,0,0,0,1,3,0,0,4,Southpaw,190.5,185.42,0,1,0,2.0,0.53,6.2,3.74,0.42,1,0,2,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,24,28
758,Red,0,0,0,8.89,0.55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,1,0,0,3.7,0.45,1.0,1.25,0.31,2,2,13,0,0,0,1,1,1,0,3,Southpaw,190.5,190.5,26,27
759,Red,0,1,0,2.65,0.53,1.6,9.93,0.75,1,1,3,0,0,0,0,0,1,0,1,Orthodox,190.5,198.12,2,0,0,3.61,0.51,0.1,1.48,0.61,3,5,25,0,0,0,2,2,0,0,4,Orthodox,190.5,198.12,34,35
760,Red,0,0,0,3.31,0.47,1.2,5.78,0.71,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,182.88,2,0,0,3.15,0.46,1.8,0.44,0.25,0,2,6,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,30,29
761,Blue,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,180.34,0,0,0,9.04,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,198.12,30,26
762,Red,0,1,0,3.4,0.56,0.3,1.67,0.83,1,1,9,0,0,0,2,0,0,0,2,Orthodox,177.8,187.96,0,1,0,7.93,0.56,0.0,2.0,0.66,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,27,23
763,Blue,0,2,0,4.73,0.44,0.4,0.4,0.33,4,4,29,0,0,0,1,6,2,0,9,Switch,182.88,190.5,0,2,0,3.55,0.43,0.3,0.29,0.27,3,4,33,0,0,2,2,4,1,0,9,Orthodox,180.34,177.8,35,30
764,Red,1,0,0,5.39,0.56,0.0,1.2,0.66,2,1,7,0,0,0,0,2,0,0,2,Southpaw,182.88,187.96,1,0,0,4.56,0.57,2.3,0.58,1.0,2,1,5,0,0,0,0,1,1,0,2,Orthodox,187.96,187.96,23,25
765,Blue,0,4,0,6.85,0.4,0.0,0.25,0.25,4,0,12,0,0,0,4,0,0,0,4,Orthodox,165.1,160.02,3,0,0,5.57,0.39,0.0,0.11,0.14,3,5,28,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,34,30
766,Blue,1,0,0,3.55,0.54,0.8,0.78,0.6,2,5,16,0,0,1,1,3,1,0,5,Orthodox,185.42,190.5,0,0,0,2.22,0.31,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,30,34
767,Red,0,1,0,3.11,0.57,0.7,0.0,0.0,2,1,7,0,0,0,0,3,0,0,3,Orthodox,172.72,180.34,0,1,0,6.07,0.59,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,28,31
768,Blue,0,0,1,2.28,0.35,0.0,3.03,0.56,3,1,13,0,0,1,1,1,0,0,3,Orthodox,172.72,172.72,1,0,0,3.78,0.36,0.0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,31,29
769,Red,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,1,0,0,5.66,0.45,0.6,0.61,1.0,1,2,5,0,0,0,0,1,0,0,1,Southpaw,190.5,195.58,24,25
770,Red,2,0,0,2.24,0.38,1.3,0.33,0.5,1,2,9,0,0,0,1,0,0,0,1,Switch,180.34,187.96,0,1,0,3.07,0.46,0.8,1.99,0.38,3,4,28,0,0,1,2,1,4,0,8,Orthodox,180.34,185.42,25,31
771,Blue,0,1,0,4.13,0.45,0.0,0.0,0.0,2,1,9,0,0,0,1,2,0,0,3,Orthodox,182.88,180.34,0,1,0,3.21,0.51,0.0,2.83,0.6,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,35,29
772,Red,1,0,0,2.67,0.23,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,1,0,0,5.28,0.41,0.0,0.75,0.37,3,1,12,0,0,1,2,0,0,0,3,Orthodox,162.56,175.26,26,36
773,Blue,0,2,0,5.97,0.5,0.1,0.46,0.41,2,7,34,0,0,0,4,2,0,0,6,Orthodox,160.02,162.56,0,1,0,6.6,0.65,0.0,1.0,0.16,1,0,3,0,0,1,0,0,0,0,1,Orthodox,154.94,154.94,24,35
774,Red,2,0,0,3.56,0.33,0.0,0.4,0.25,0,2,8,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,3,0,0,3.7,0.36,0.0,0.0,0.0,0,3,8,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,31,30
775,Red,0,3,0,4.66,0.48,0.1,0.33,0.55,9,4,51,5,0,0,5,10,0,0,15,Orthodox,193.04,195.58,0,2,0,2.15,0.37,0.5,0.0,0.0,6,2,21,1,0,0,0,7,1,0,8,Orthodox,193.04,210.82,32,35
776,Blue,0,2,0,3.46,0.33,0.6,1.53,0.31,6,5,63,2,0,1,10,5,4,0,20,Southpaw,162.56,165.1,0,4,0,1.38,0.38,0.6,1.95,0.39,4,4,32,0,0,0,6,0,3,0,9,Orthodox,165.1,170.18,34,34
777,Red,0,4,0,2.7,0.36,1.1,0.68,0.25,4,4,32,0,0,0,4,1,3,0,8,Orthodox,182.88,185.42,0,1,0,1.82,0.43,1.0,2.49,0.25,7,9,79,2,0,1,8,1,10,0,20,Southpaw,185.42,182.88,41,29
